Entry	Entry Name	Gene Ontology IDs
A9UHW6	MI4GD_HUMAN	GO:0002191; GO:0003723; GO:0005730; GO:0005737; GO:0005794; GO:0005829; GO:0006446; GO:0008022; GO:0008494; GO:0042802; GO:0062073
A9YTQ3	AHRR_HUMAN	GO:0000785; GO:0000976; GO:0000981; GO:0004879; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0006805; GO:0034751; GO:0046983
B0I1T2	MYO1G_HUMAN	GO:0000146; GO:0001891; GO:0002456; GO:0005516; GO:0005524; GO:0005546; GO:0005547; GO:0005654; GO:0005886; GO:0005902; GO:0006887; GO:0007015; GO:0015629; GO:0016020; GO:0016459; GO:0030027; GO:0030050; GO:0030175; GO:0031256; GO:0031589; GO:0038096; GO:0043325; GO:0051015; GO:0070062; GO:0071976; GO:0072678; GO:0120117
B0L3A2	DEAR_HUMAN	GO:0004962; GO:0005886; GO:0016021; GO:0038084; GO:0038085; GO:0086100
B0YJ81	HACD1_HUMAN	GO:0005783; GO:0005789; GO:0010811; GO:0018812; GO:0019899; GO:0030148; GO:0030176; GO:0030497; GO:0035338; GO:0042761; GO:0046848; GO:0065003; GO:0071529; GO:0080023; GO:0102158; GO:0102343; GO:0102344; GO:0102345
B1AK53	ESPN_HUMAN	GO:0005737; GO:0005902; GO:0005903; GO:0007605; GO:0017124; GO:0030034; GO:0031941; GO:0032420; GO:0032426; GO:0051015; GO:0051017
B1AL88	NALF1_HUMAN	GO:0005886; GO:0016021; GO:0098703
B2RTY4	MYO9A_HUMAN	GO:0000146; GO:0005096; GO:0005524; GO:0005829; GO:0005884; GO:0007601; GO:0016021; GO:0016461; GO:0034329; GO:0035556; GO:0043547; GO:0044295; GO:0045198; GO:0045202; GO:0046872; GO:0051015; GO:0051056; GO:0070161; GO:0150011
B2RUY7	VWC2L_HUMAN	GO:0005615; GO:0030514; GO:0032281; GO:0045202; GO:0045666; GO:0070161
B2RUZ4	SMIM1_HUMAN	GO:0005886; GO:0009986; GO:0016021; GO:0042803
B2RXF5	ZBT42_HUMAN	GO:0000122; GO:0000978; GO:0000981; GO:0005634; GO:0005654; GO:0005737; GO:0005886; GO:0006357; GO:0007517; GO:0046872
B2RXH2	KDM4E_HUMAN	GO:0005634; GO:0006338; GO:0032452; GO:0032454; GO:0033169; GO:0046872; GO:0140684
B3KU38	IQIP1_HUMAN	GO:0005737; GO:0005886; GO:0030054; GO:0035332; GO:0043194; GO:0051494
B6A8C7	TARM1_HUMAN	GO:0002250; GO:0005886; GO:0016021; GO:0034987; GO:0035579; GO:0045087; GO:0070821; GO:2000515
B7U540	KCJ18_HUMAN	GO:0005242; GO:0005886; GO:0016021; GO:0034765; GO:1990573
B7Z8K6	TRDC_HUMAN	GO:0002250; GO:0003823; GO:0005886; GO:0006910; GO:0006911; GO:0006958; GO:0009897; GO:0016021; GO:0034987; GO:0042106; GO:0042571; GO:0042742; GO:0045087; GO:0046629; GO:0050852; GO:0050853; GO:0050871
B7ZAQ6	GPHRA_HUMAN	GO:0000139; GO:0008308; GO:0015031; GO:0016021; GO:0030217; GO:0030660; GO:0032580; GO:0034765; GO:0043123; GO:0051452
C4AMC7	WASH3_HUMAN	GO:0003779; GO:0005769; GO:0005776; GO:0005814; GO:0005829; GO:0006622; GO:0006887; GO:0007032; GO:0016197; GO:0030027; GO:0030175; GO:0031901; GO:0032456; GO:0034314; GO:0034315; GO:0042147; GO:0043014; GO:0043015; GO:0045022; GO:0055037; GO:0055038; GO:0071203
C9JE40	PATL2_HUMAN	GO:0000290; GO:0000932; GO:0003723; GO:0005634; GO:0005737; GO:0010607; GO:0017148; GO:0033962
C9JLW8	MCRI1_HUMAN	GO:0005634; GO:0005737; GO:0010494; GO:0010717
C9JR72	KBTBD_HUMAN	GO:0005829; GO:0007015; GO:0014728; GO:0016567; GO:0051015; GO:0090076
C9JRZ8	AK1BF_HUMAN	GO:0004032; GO:0004303; GO:0005739; GO:0005759; GO:0005829; GO:0006703; GO:0016616; GO:0047045; GO:0047655; GO:0047886; GO:0052650
D3W0D1	KLRF2_HUMAN	GO:0001819; GO:0005886; GO:0005887; GO:0030246; GO:0042803; GO:0043320
D6RGH6	MCIN_HUMAN	GO:0003713; GO:0005634; GO:0007049; GO:0007346; GO:0008156; GO:0016604; GO:0030174; GO:0042802; GO:0044458; GO:0045786; GO:0045944; GO:0060271; GO:0098534; GO:1902017; GO:1903251
E0CX11	STMP1_HUMAN	GO:0005741; GO:0005746; GO:0005758; GO:0031305; GO:0032731; GO:0033617; GO:0034551; GO:0045087; GO:0097250; GO:1900227
G2XKQ0	SUMO5_HUMAN	GO:0005634; GO:0008134; GO:0016925; GO:0030578; GO:0031386; GO:0042802; GO:0044389
H0YL14	TM250_HUMAN	GO:0003924; GO:0005634; GO:0005654; GO:0005737; GO:0005940; GO:0008104; GO:0008284; GO:0015630; GO:0016021; GO:0031105; GO:0032153; GO:0048524; GO:0060090; GO:0060271; GO:0061640
K7EJ46	SIM22_HUMAN	GO:0005770; GO:0016021; GO:0030335; GO:0032956; GO:0042127; GO:0051726; GO:0140042
K9M1U5	IFNL4_HUMAN	GO:0005102; GO:0005125; GO:0005615; GO:0005737; GO:0007260; GO:0038196; GO:0045087; GO:0050778; GO:0051607; GO:0098586
M0R2J8	DCDC1_HUMAN	GO:0005737; GO:0005874; GO:0007049; GO:0008017; GO:0030246; GO:0030496; GO:0035556; GO:0051301; GO:0072686; GO:0090543; GO:1902412
O00115	DNS2A_HUMAN	GO:0003677; GO:0004531; GO:0005764; GO:0006259; GO:0006309; GO:0043353; GO:0050776; GO:0070062
O00116	ADAS_HUMAN	GO:0005730; GO:0005739; GO:0005777; GO:0005778; GO:0005782; GO:0005829; GO:0008609; GO:0008610; GO:0008611; GO:0016020; GO:0071949
O00124	UBXN8_HUMAN	GO:0000151; GO:0005654; GO:0005730; GO:0005783; GO:0007338; GO:0030176; GO:0030433; GO:0030674; GO:0043130
O00139	KIF2A_HUMAN	GO:0000226; GO:0000922; GO:0003774; GO:0003777; GO:0005524; GO:0005654; GO:0005730; GO:0005737; GO:0005813; GO:0005814; GO:0005819; GO:0005829; GO:0005871; GO:0005874; GO:0007018; GO:0007019; GO:0007052; GO:0007399; GO:0008017; GO:0016020; GO:0016604; GO:0016887; GO:0030154; GO:0030334; GO:0051301; GO:0090307; GO:0120103
O00141	SGK1_HUMAN	GO:0001558; GO:0004674; GO:0004712; GO:0005246; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005789; GO:0005829; GO:0005886; GO:0006468; GO:0006814; GO:0006915; GO:0006974; GO:0007616; GO:0008217; GO:0015459; GO:0016607; GO:0017080; GO:0017081; GO:0018105; GO:0030334; GO:0032411; GO:0035556; GO:0042127; GO:0042981; GO:0048812; GO:0050790; GO:0051090; GO:0060453; GO:0070294; GO:0106310; GO:1901796; GO:1904045
O00142	KITM_HUMAN	GO:0004137; GO:0004797; GO:0005524; GO:0005737; GO:0005739; GO:0005759; GO:0006139; GO:0016310; GO:0019136; GO:0019206; GO:0043097; GO:0046092; GO:0046104; GO:0071897
O00144	FZD9_HUMAN	GO:0001503; GO:0001836; GO:0004930; GO:0005737; GO:0005789; GO:0005794; GO:0005886; GO:0007399; GO:0007405; GO:0007611; GO:0009986; GO:0016021; GO:0017147; GO:0030183; GO:0030501; GO:0031527; GO:0031966; GO:0042803; GO:0042813; GO:0043065; GO:0043524; GO:0046982; GO:0048471; GO:0051480; GO:0051726; GO:0051902; GO:0060070; GO:0060546; GO:0090263; GO:0098794; GO:0098978; GO:0099173; GO:0099566; GO:1901029; GO:1904393; GO:1904394; GO:1990523; GO:2000179
O00148	DX39A_HUMAN	GO:0000398; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006405; GO:0006406; GO:0016020; GO:0016607; GO:0016887; GO:0042802
O00151	PDLI1_HUMAN	GO:0001666; GO:0001725; GO:0003713; GO:0003779; GO:0005667; GO:0005737; GO:0005856; GO:0005912; GO:0005925; GO:0006357; GO:0006979; GO:0007507; GO:0010761; GO:0030011; GO:0030018; GO:0030036; GO:0030950; GO:0031941; GO:0043149; GO:0046872; GO:0051371; GO:0061061; GO:0098641
O00154	BACH_HUMAN	GO:0000062; GO:0005654; GO:0005739; GO:0005829; GO:0006631; GO:0006637; GO:0015937; GO:0016290; GO:0036042; GO:0036114; GO:0036116; GO:0042803; GO:0047617; GO:0051792; GO:0052689; GO:0070062; GO:0102991; GO:1900535
O00155	GPR25_HUMAN	GO:0004930; GO:0005886; GO:0005887; GO:0007186
O00159	MYO1C_HUMAN	GO:0000146; GO:0001726; GO:0005102; GO:0005516; GO:0005524; GO:0005643; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0005902; GO:0005903; GO:0006338; GO:0006612; GO:0007015; GO:0008022; GO:0009925; GO:0015629; GO:0016020; GO:0016328; GO:0016461; GO:0016604; GO:0030050; GO:0030335; GO:0030659; GO:0031267; GO:0031941; GO:0035066; GO:0038089; GO:0045121; GO:0045335; GO:0045943; GO:0045944; GO:0045945; GO:0051015; GO:0051028; GO:0060171; GO:0070062; GO:0071346; GO:0090314; GO:0110016; GO:1900078; GO:1900748; GO:2000810
O00160	MYO1F_HUMAN	GO:0000146; GO:0003779; GO:0005516; GO:0005524; GO:0005829; GO:0005886; GO:0005902; GO:0007015; GO:0015629; GO:0016461; GO:0030050; GO:0051015
O00161	SNP23_HUMAN	GO:0002553; GO:0005484; GO:0005654; GO:0005737; GO:0005739; GO:0005886; GO:0005912; GO:0005925; GO:0006887; GO:0006892; GO:0006903; GO:0006906; GO:0015031; GO:0016082; GO:0019905; GO:0030670; GO:0031201; GO:0031629; GO:0035579; GO:0042581; GO:0042582; GO:0043005; GO:0061025; GO:0070062; GO:0070821; GO:0098793
O00165	HAX1_HUMAN	GO:0000932; GO:0005635; GO:0005667; GO:0005739; GO:0005741; GO:0005758; GO:0005783; GO:0005938; GO:0014068; GO:0015629; GO:0016324; GO:0016529; GO:0019966; GO:0030027; GO:0030136; GO:0030833; GO:0030854; GO:0031965; GO:0033138; GO:0042981; GO:0043066; GO:0045944; GO:0047485; GO:0050731; GO:0051897; GO:0071345; GO:1903146; GO:1903214; GO:2000251
O00167	EYA2_HUMAN	GO:0000287; GO:0004725; GO:0005634; GO:0005654; GO:0005739; GO:0005829; GO:0006281; GO:0006325; GO:0006470; GO:0007501; GO:0014706; GO:0030154; GO:0045739; GO:0048856; GO:0097192; GO:0097345; GO:0140793; GO:2001240
O00168	PLM_HUMAN	GO:0005254; GO:0005886; GO:0005887; GO:0005890; GO:0005901; GO:0006813; GO:0006814; GO:0006821; GO:0006936; GO:0008016; GO:0010734; GO:0014704; GO:0016324; GO:0017080; GO:0030315; GO:0042383; GO:0044325; GO:0086036; GO:1903278; GO:2000649
O00170	AIP_HUMAN	GO:0003713; GO:0003755; GO:0005654; GO:0005737; GO:0005829; GO:0006626; GO:0006805; GO:0010738; GO:0016020; GO:0017162; GO:0022417; GO:0034751; GO:0036004; GO:0051082; GO:0051344
O00175	CCL24_HUMAN	GO:0001938; GO:0002548; GO:0005615; GO:0006935; GO:0006954; GO:0006955; GO:0007010; GO:0007165; GO:0007186; GO:0007267; GO:0008009; GO:0008360; GO:0030335; GO:0030593; GO:0030838; GO:0031728; GO:0043547; GO:0045766; GO:0048018; GO:0048020; GO:0048245; GO:0048247; GO:0050729; GO:0070098; GO:0070374; GO:0071346; GO:0071347; GO:0071356; GO:2000418
O00180	KCNK1_HUMAN	GO:0005242; GO:0005267; GO:0005272; GO:0005886; GO:0005887; GO:0006813; GO:0008076; GO:0016021; GO:0016324; GO:0022841; GO:0030322; GO:0030425; GO:0031526; GO:0034705; GO:0035094; GO:0035725; GO:0042802; GO:0043204; GO:0043231; GO:0055037; GO:0060075; GO:0070161; GO:0071805; GO:0097060; GO:1902937
O00182	LEG9_HUMAN	GO:0002519; GO:0005534; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0006935; GO:0006954; GO:0007565; GO:0010628; GO:0010629; GO:0016936; GO:0019899; GO:0030246; GO:0032496; GO:0032682; GO:0032689; GO:0032720; GO:0032729; GO:0032731; GO:0032733; GO:0032735; GO:0032736; GO:0032753; GO:0032755; GO:0032757; GO:0032760; GO:0032834; GO:0038066; GO:0043123; GO:0043305; GO:0045953; GO:0046007; GO:0046598; GO:0048030; GO:0051092; GO:0060135; GO:0062023; GO:0070241; GO:0070371; GO:0070374; GO:0070555; GO:0071346; GO:0071636; GO:0071639; GO:0098586; GO:1901224; GO:2000510; GO:2000562; GO:2000563; GO:2000670; GO:2001190; GO:2001200; GO:2001269
O00186	STXB3_HUMAN	GO:0001678; GO:0005829; GO:0005886; GO:0006886; GO:0006904; GO:0007269; GO:0007420; GO:0016192; GO:0016323; GO:0016324; GO:0017075; GO:0019905; GO:0022615; GO:0030073; GO:0030141; GO:0031091; GO:0032868; GO:0042581; GO:0043312; GO:0044877; GO:0045335; GO:0045955; GO:0046325; GO:0070062; GO:0070527; GO:0070820; GO:0071346; GO:0098793
O00187	MASP2_HUMAN	GO:0001855; GO:0001867; GO:0002752; GO:0004252; GO:0005509; GO:0005576; GO:0005615; GO:0006508; GO:0006958; GO:0008233; GO:0009897; GO:0042802; GO:0048306; GO:0070062; GO:1903028; GO:1905370
O00189	AP4M1_HUMAN	GO:0000045; GO:0005769; GO:0005802; GO:0005829; GO:0006605; GO:0006622; GO:0006886; GO:0006892; GO:0006895; GO:0008104; GO:0008320; GO:0016192; GO:0019904; GO:0030124; GO:0030131; GO:0031410; GO:0031904; GO:0032588; GO:0070062; GO:0090160; GO:1903361
O00192	ARVC_HUMAN	GO:0005634; GO:0005737; GO:0005886; GO:0005912; GO:0007043; GO:0007155; GO:0008380; GO:0016339; GO:0045296; GO:0098609; GO:1990124
O00194	RB27B_HUMAN	GO:0003924; GO:0003925; GO:0005525; GO:0005770; GO:0005794; GO:0005795; GO:0005886; GO:0006887; GO:0016192; GO:0016324; GO:0019003; GO:0019904; GO:0030140; GO:0030141; GO:0031088; GO:0031489; GO:0032585; GO:0042470; GO:0042589; GO:0045921; GO:0048488; GO:0070062; GO:0070382; GO:0071985; GO:0098993; GO:0099641; GO:1904115
O00198	HRK_HUMAN	GO:0005739; GO:0006915; GO:0016021; GO:0031334; GO:0043065; GO:0090200
O00203	AP3B1_HUMAN	GO:0000902; GO:0002224; GO:0002244; GO:0003016; GO:0005739; GO:0005765; GO:0005769; GO:0005794; GO:0006622; GO:0006882; GO:0006886; GO:0006954; GO:0007040; GO:0007283; GO:0007338; GO:0007596; GO:0008089; GO:0016020; GO:0016182; GO:0016192; GO:0019903; GO:0030123; GO:0030131; GO:0030665; GO:0030742; GO:0030851; GO:0032438; GO:0034394; GO:0035654; GO:0036211; GO:0042789; GO:0045202; GO:0045944; GO:0046907; GO:0048007; GO:0048490; GO:0048872; GO:0050790; GO:0051138; GO:0060155; GO:0060425; GO:0090152; GO:0098773; GO:1903232; GO:1904115
O00204	ST2B1_HUMAN	GO:0003676; GO:0004027; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0008146; GO:0008202; GO:0008203; GO:0008285; GO:0015485; GO:0036094; GO:0043231; GO:0045606; GO:0050294; GO:0050427; GO:0051923; GO:0070062; GO:1990239
O00206	TLR4_HUMAN	GO:0001530; GO:0001540; GO:0001726; GO:0001875; GO:0001891; GO:0002218; GO:0002224; GO:0002246; GO:0002322; GO:0002537; GO:0002730; GO:0002755; GO:0004888; GO:0005102; GO:0005737; GO:0005769; GO:0005794; GO:0005886; GO:0005887; GO:0006809; GO:0006909; GO:0006954; GO:0006955; GO:0007252; GO:0007254; GO:0009897; GO:0009986; GO:0010008; GO:0010572; GO:0010628; GO:0014002; GO:0014911; GO:0016046; GO:0030890; GO:0031226; GO:0031663; GO:0032496; GO:0032497; GO:0032689; GO:0032700; GO:0032707; GO:0032715; GO:0032720; GO:0032722; GO:0032727; GO:0032728; GO:0032729; GO:0032731; GO:0032732; GO:0032733; GO:0032735; GO:0032755; GO:0032757; GO:0032760; GO:0034142; GO:0035666; GO:0036120; GO:0038023; GO:0042088; GO:0042116; GO:0042742; GO:0042802; GO:0043032; GO:0043123; GO:0043235; GO:0043406; GO:0045087; GO:0045342; GO:0045348; GO:0045429; GO:0045671; GO:0045944; GO:0046330; GO:0046696; GO:0046982; GO:0048471; GO:0048661; GO:0050135; GO:0050729; GO:0050829; GO:0051092; GO:0051770; GO:0060729; GO:0060907; GO:0061809; GO:0070371; GO:0070373; GO:0070374; GO:0070427; GO:0070430; GO:0070431; GO:0070434; GO:0071222; GO:0071223; GO:0071260; GO:0071346; GO:0120163; GO:0140052; GO:1900017; GO:1900227; GO:1901224; GO:1903223; GO:1903428; GO:1903974; GO:1904466; GO:1904646; GO:2000343
O00212	RHOD_HUMAN	GO:0000139; GO:0003924; GO:0005085; GO:0005525; GO:0005741; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0005938; GO:0007015; GO:0007163; GO:0007266; GO:0008360; GO:0010008; GO:0016477; GO:0019901; GO:0030032; GO:0030335; GO:0030865; GO:0031410; GO:0032956; GO:0042995; GO:0045785; GO:0048041; GO:0051017; GO:0051056
O00213	APBB1_HUMAN	GO:0000122; GO:0001540; GO:0003682; GO:0003713; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0005886; GO:0006325; GO:0006355; GO:0006915; GO:0006939; GO:0006974; GO:0007165; GO:0007409; GO:0016607; GO:0030027; GO:0030426; GO:0031625; GO:0042393; GO:0043065; GO:0043967; GO:0045202; GO:0045893; GO:0045944; GO:0050714; GO:0050750; GO:0070064; GO:1902807
O00214	LEG8_HUMAN	GO:0005178; GO:0005615; GO:0005737; GO:0005829; GO:0016020; GO:0030246; GO:0031410; GO:0098586; GO:0098792; GO:1904977
O00217	NDUS8_HUMAN	GO:0005739; GO:0005743; GO:0005747; GO:0005759; GO:0006120; GO:0006979; GO:0008137; GO:0009060; GO:0032981; GO:0042776; GO:0046872; GO:0051539
O00219	HYAS3_HUMAN	GO:0000139; GO:0005634; GO:0005769; GO:0005794; GO:0005886; GO:0005887; GO:0005975; GO:0016021; GO:0030213; GO:0036117; GO:0042802; GO:0045226; GO:0045893; GO:0050501; GO:0085029; GO:1900106
O00220	TR10A_HUMAN	GO:0002020; GO:0005035; GO:0005794; GO:0005829; GO:0005886; GO:0006915; GO:0007165; GO:0007250; GO:0008625; GO:0009986; GO:0016021; GO:0036462; GO:0038023; GO:0042802; GO:0043065; GO:0045121; GO:0045569; GO:0071260; GO:0097191
O00221	IKBE_HUMAN	GO:0001650; GO:0005654; GO:0005737; GO:0005829; GO:0042994
O00222	GRM8_HUMAN	GO:0001640; GO:0001642; GO:0004930; GO:0005886; GO:0005887; GO:0007193; GO:0007196; GO:0007216; GO:0007601; GO:0008066; GO:0051966
O00230	CORT_HUMAN	GO:0000712; GO:0001664; GO:0003682; GO:0005184; GO:0005576; GO:0005615; GO:0007193; GO:0007268; GO:0031297; GO:0043240; GO:0045202; GO:0071821
O00231	PSD11_HUMAN	GO:0000502; GO:0005198; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0008541; GO:0016020; GO:0022624; GO:0034774; GO:0043161; GO:0043248; GO:0048863; GO:1904813
O00232	PSD12_HUMAN	GO:0000502; GO:0005576; GO:0005654; GO:0005737; GO:0005829; GO:0005838; GO:0008541; GO:0016020; GO:0022624; GO:0031595; GO:0034774; GO:0043161; GO:0070062; GO:1904813
O00233	PSMD9_HUMAN	GO:0003713; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005838; GO:0006511; GO:0032024; GO:0043425; GO:0045893; GO:0046676; GO:0070682
O00237	RN103_HUMAN	GO:0004842; GO:0005783; GO:0005789; GO:0007417; GO:0016021; GO:0016567; GO:0030433; GO:0044322; GO:0046872; GO:0061630; GO:1904380
O00238	BMR1B_HUMAN	GO:0001502; GO:0001550; GO:0001649; GO:0001654; GO:0002063; GO:0004674; GO:0004675; GO:0005025; GO:0005524; GO:0005886; GO:0006468; GO:0006954; GO:0009953; GO:0016021; GO:0019211; GO:0021953; GO:0030166; GO:0030501; GO:0030509; GO:0031290; GO:0032332; GO:0036122; GO:0042698; GO:0043235; GO:0043539; GO:0045669; GO:0045944; GO:0046332; GO:0046872; GO:0060041; GO:0060350; GO:0061036; GO:0071363; GO:0071773; GO:0098821; GO:1902043; GO:1902731; GO:1990712
O00241	SIRB1_HUMAN	GO:0005886; GO:0005887; GO:0007165; GO:0007166; GO:0009986; GO:0030667; GO:0050766; GO:0050870
O00244	ATOX1_HUMAN	GO:0005507; GO:0005829; GO:0006825; GO:0006878; GO:0006979; GO:0016530; GO:0016531; GO:0032767; GO:1903136
O00253	AGRP_HUMAN	GO:0005102; GO:0005184; GO:0005615; GO:0005796; GO:0007218; GO:0007623; GO:0007631; GO:0008343; GO:0009755; GO:0031779; GO:0032868; GO:0042755; GO:0043025; GO:0048571; GO:0060135; GO:0060259; GO:0070996; GO:2000253
O00254	PAR3_HUMAN	GO:0004435; GO:0004930; GO:0005576; GO:0005886; GO:0005887; GO:0007596; GO:0009611; GO:0015057; GO:0016324; GO:0030168; GO:0032991; GO:0035025; GO:0051482
O00255	MEN1_HUMAN	GO:0000122; GO:0000165; GO:0000278; GO:0000400; GO:0000403; GO:0000781; GO:0000785; GO:0000976; GO:0001933; GO:0002076; GO:0003309; GO:0003682; GO:0003690; GO:0005634; GO:0005654; GO:0005737; GO:0005788; GO:0005829; GO:0006281; GO:0006325; GO:0006357; GO:0006974; GO:0007420; GO:0008285; GO:0009411; GO:0010332; GO:0010812; GO:0016363; GO:0017053; GO:0030511; GO:0030674; GO:0032092; GO:0032154; GO:0032925; GO:0032991; GO:0035097; GO:0043433; GO:0044665; GO:0045668; GO:0045736; GO:0045786; GO:0045892; GO:0045944; GO:0046329; GO:0046697; GO:0047485; GO:0050680; GO:0051219; GO:0051568; GO:0051974; GO:0061469; GO:0070412; GO:0071333; GO:0071339; GO:0071375; GO:0071559; GO:1902807
O00257	CBX4_HUMAN	GO:0000122; GO:0000976; GO:0003682; GO:0003714; GO:0003727; GO:0005634; GO:0005654; GO:0006325; GO:0016604; GO:0016607; GO:0016925; GO:0019789; GO:0019899; GO:0031519; GO:0032183; GO:0035064; GO:0035102; GO:0043066; GO:0045892; GO:0051219; GO:0061665
O00258	GET1_HUMAN	GO:0005634; GO:0005783; GO:0005789; GO:0016021; GO:0043529; GO:0045048; GO:0050821; GO:0071816
O00264	PGRC1_HUMAN	GO:0001540; GO:0005496; GO:0005741; GO:0005783; GO:0005886; GO:0005887; GO:0006783; GO:0012505; GO:0016020; GO:0020037; GO:0030868; GO:0035579; GO:0042803; GO:0043005; GO:0043025; GO:0044297; GO:0045202; GO:0046872
O00267	SPT5H_HUMAN	GO:0000122; GO:0003682; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0006368; GO:0016239; GO:0019899; GO:0032044; GO:0032785; GO:0032786; GO:0045944; GO:0046982
O00268	TAF4_HUMAN	GO:0000785; GO:0001541; GO:0001673; GO:0003677; GO:0005634; GO:0005654; GO:0005669; GO:0005829; GO:0006282; GO:0006352; GO:0006357; GO:0006366; GO:0006367; GO:0006468; GO:0017162; GO:0032991; GO:0033276; GO:0035521; GO:0035522; GO:0042789; GO:0043966; GO:0045893; GO:0046982; GO:0051123; GO:0060261; GO:0071339
O00270	GPR31_HUMAN	GO:0002237; GO:0002931; GO:0004930; GO:0005886; GO:0005887; GO:0006629; GO:0007186; GO:0010447; GO:0045125; GO:0050544; GO:0050728; GO:0050778
O00273	DFFA_HUMAN	GO:0000785; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0006309; GO:0019904; GO:0032076; GO:0032991; GO:0042981; GO:0043065; GO:0044183; GO:0060090; GO:0060703; GO:0061077; GO:0070242; GO:1900118; GO:1902511
O00287	RFXAP_HUMAN	GO:0003677; GO:0005634; GO:0006357; GO:0016607; GO:0045348; GO:0045944; GO:0090575
O00291	HIP1_HUMAN	GO:0005154; GO:0005200; GO:0005634; GO:0005737; GO:0005794; GO:0005829; GO:0005856; GO:0006897; GO:0006915; GO:0006919; GO:0007015; GO:0016020; GO:0030100; GO:0030136; GO:0030154; GO:0030276; GO:0030665; GO:0031234; GO:0032051; GO:0032266; GO:0035091; GO:0035254; GO:0035612; GO:0035615; GO:0042803; GO:0042981; GO:0043231; GO:0043325; GO:0045742; GO:0046982; GO:0048260; GO:0048268; GO:0050821; GO:0051015; GO:0051897; GO:0072583; GO:0080025; GO:0097190; GO:0098793; GO:0098794; GO:0098888; GO:0098890; GO:0098978; GO:0099637; GO:2000588
O00292	LFTY2_HUMAN	GO:0005125; GO:0005160; GO:0005576; GO:0005615; GO:0008083; GO:0010862; GO:0030509; GO:0031093; GO:0060395; GO:0062023
O00294	TULP1_HUMAN	GO:0001750; GO:0001895; GO:0001917; GO:0005546; GO:0005576; GO:0005829; GO:0005886; GO:0005929; GO:0006910; GO:0007601; GO:0016358; GO:0042462; GO:0042995; GO:0043679; GO:0045202; GO:0045494; GO:0050766; GO:0050908; GO:0051015; GO:0060041; GO:0061512; GO:0070161; GO:1903546
O00299	CLIC1_HUMAN	GO:0005244; GO:0005254; GO:0005615; GO:0005634; GO:0005635; GO:0005737; GO:0005739; GO:0005886; GO:0005903; GO:0006821; GO:0007165; GO:0016020; GO:0031965; GO:0031982; GO:0034707; GO:0034765; GO:0045296; GO:0045669; GO:0048471; GO:0051726; GO:0051881; GO:0070062; GO:0070527; GO:0072562
O00300	TR11B_HUMAN	GO:0001501; GO:0005125; GO:0005576; GO:0005615; GO:0005886; GO:0006915; GO:0007165; GO:0007584; GO:0009410; GO:0030198; GO:0031012; GO:0032026; GO:0038023; GO:0042489; GO:0043235; GO:0043627; GO:0045671; GO:0045779; GO:0046685
O00303	EIF3F_HUMAN	GO:0001732; GO:0003743; GO:0004843; GO:0005829; GO:0005852; GO:0006413; GO:0016020; GO:0016282; GO:0016579; GO:0031369; GO:0033290; GO:0042802; GO:0071541; GO:0075522; GO:0140492
O00305	CACB4_HUMAN	GO:0005730; GO:0005829; GO:0005886; GO:0005891; GO:0007214; GO:0007268; GO:0007528; GO:0007628; GO:0008285; GO:0009898; GO:0014051; GO:0016607; GO:0019227; GO:0019901; GO:0035249; GO:0045202; GO:0046058; GO:0048536; GO:0048538; GO:0048541; GO:0050852; GO:0050908; GO:0055001; GO:0098793; GO:0098978; GO:0099635; GO:1901385; GO:1901387; GO:1904751; GO:1990830; GO:2000134
O00308	WWP2_HUMAN	GO:0000122; GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006366; GO:0006858; GO:0008134; GO:0010629; GO:0016020; GO:0016567; GO:0032410; GO:0034765; GO:0036211; GO:0042391; GO:0043161; GO:0043433; GO:0045746; GO:0045892; GO:0045944; GO:0046718; GO:0051224; GO:0051865; GO:0061629; GO:0061630; GO:0070062; GO:0070534; GO:1901016
O00311	CDC7_HUMAN	GO:0000082; GO:0000727; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0007165; GO:0008284; GO:0010571; GO:0010971; GO:0016301; GO:0018105; GO:0044770; GO:0045171; GO:0046872; GO:0051301; GO:0072686; GO:0106310
O00322	UPK1A_HUMAN	GO:0005783; GO:0005886; GO:0005887; GO:0009986; GO:0016021; GO:0030855; GO:0032991; GO:0070062; GO:0120001
